label,clean_text
3,jesus made think vols games seen never seen win #depression
0,seems like fight ready rage
1,last episode #makingamurderer poor brendan glad #appeal #crime #documentary #reallife
0,little frustrates much misplacing something been looking keys hours
0,this brother know know life danger this gun law got people country fearing life white people
0,sixth form see morning #revolting children #yr #assembly
1,look available store nliquid incense burn sticks cones smoke home
2,georgia tech secondary soft marshmallow
3,why anxiety drain much energy #anxiety #sotired #needtosleepforhours
1,nutella pine green forget nots ivory frozen god
1,presentations propensity hilarity plays large part determining funny offensive ratio well thoughts
1,single tear joyous deleted monster brought generations despair
3,watched tna first time long time hell happened #hardyboys #impactonpop #wwe
3,ever really lonely phone keeps blowing pick respond people #recluse #issues
0,the new gun emoji ios enough show anger towards number things
0,fuck fuuuuuuuck watch #stageschool awful flatters #shocking
0,fucked house always hold grudge
0,right choice slam one ignorant man really resent statement don king embarrassment
3,also car hahahah broken lemme rearrange car quickly #nightmare
0,try let anger seep reviews resent time wasted books like time precious
0,slow anger better mighty and rules spirit takes city #bibleverse #pride #anger
1,watch amazing live broadcast #lively #musically
1,really sunk seeing hours wow
2,reflection grind real working jobs amp school #ksudsm #ksu #recruiter #instructor #tumble #gradschool
3,old sadly
3,depressing
1,monica write regularly bees never dared try #buzz #honey
1,grim find broken matt hardy delete everything lol
3,life went happy unhappy
0,what fucking muppet #fuming #stalker
0,not giving fuck better revenge
0,opened this message brooke sent got weak fuck fucking bully reason
3,gundlach calling rounding top doom gloom move
3,sadly constitutional right abortion yet constitutional right life safety net protects rights
0,and discriminate generates hate nand hate bound get irate
3,inconsolable gif context
0,apparently supposed scottish accent #offended
2,would give naked body
1,getting ready open tastings whisky shop dufftown autumn festival #panic #murraymcdavid #whisky #drams
0,both trump king relentless self promoters give rip anyone else perfect match donalds
1,this day you made nlet rehoi rejoice glad n#aja ngood morning
0,get people leave phone disturb day mom threaten respond within seconds
3,feeling worthless always
1,lmboo using nephew meme
1,stayed hotel packed picnic lunches take road #bettertogether
3,false alarm coming today
3,overwhelming sadness this shall pass #lost #lonley #startingover
3,nothing like good old fashioned panic induced cry living room floor
3,starved content take def pout
0,sorry angry drone flew away
0,didn think cadres getting src deployment would make cadres bitter tough macom
3,scrubbed hands times trying put neyeballs #burning n#evenmoreblind accidentally scared #cat whilst #screeching
0,ummm blog says simon stehr faking expect investigation forthwith this
0,idea came air directing #shocking
1,why mine #forlorn
1,there hilarity someone literally openly anti science calling others anti science
0,most americans think media nothing government propaganda #lies #control #bs #riggedsystem #distrust #garbage #oreillyfactor
3,panic attacks worst feeling really sick still shaking sleep #depression
2,lord jesus want prison want free entice heart beauty your truth amp allow rejoice amen
3,#true #depression #fans get one
0,where indignation outrage unarmed deaf white man shot killed black officer clt
3,take little make child life joyful work hard make lives hell peace
3,what good already hit rock bottom even though two seasons away new depths despair #playoffs #njdevils
3,depress
2,every day think mind pleasing god decision making way react treat ppl speak pleasing god
3,the anxiety right
0,ummm dragons fury though
3,there #gaming video today old friend mine passed last night taking time grieve thank #standuptocancer
3,kind confused the one thing right great future hand new thing #lost #needhelp
2,optimism
0,idiots like larry sanders scare all how morons days rush judge #police facts yet thugs
0,how chop feel you still feel sting looks brutal
0,even says nothing still piss people gotta decide wants make angry
1,evening don forget #robinhoodhour tonight #bizitalk #bizhour #southyorkshire #mansfieldhour #sheffieldhour #nottshour
0,fuckin hell even seeing face makes fume
0,anytime gets near mic someone needs smack bat #awful #marblesinmouth
1,snap hialeshia
1,the people call pov make night
0,casuals tweets vic faved making gag #bitter
0,anger issues
3,#eft single effective tool learned years therapist curtis steele psychiatrist #stress #anxiety
0,who allowed pereira start taking set pieces fuming
1,hey #sparkling word picked biz card
0,the #texans never play prime time game #tnf
3,flight crashed the lost island #lost
1,sir hilarious
1,awh tiff great friend love thank
3,really strange awful dreams last night even eat cheese bed #nightmare #lovemysleep
2,good head good heart always formidable combination nelson mandela
0,accounts poor first half started showboating game safe
0,hell hath fury like hamstring cramp #ouch
0,method thin assault corridor thine liveliness chd
0,wow bill hav text prove taken #swines #con
0,yes think held grudge
0,#weirdwednesday okay that jump scared #poop right bad dog bad total code brown favorite pants #damnit
1,heard back back guess call blues amp got look sing tickle sacks version
3,how much time give friend lost laptop mourn ask give laptop charger extra battery
2,#never #afraid #start #new #chance #rebuild want
3,after nervous couple days test results confirm life different whatsoever result two actors divorcing phew
0,like burning rap albums buy first gosh darn get rid
1,manchester united manchester city #happy days #efl
0,they awful ways saying the way treated aniston alone makes nightmare male narcissist avoided
3,sad there always optimism new year this good
3,trial result #sadness
1,#soywax limited edition horror candles going follow latest news
0,does really need pout time getting nerves #gbbo
1,wait she said cheerfully grinned
0,police officers not right shoot human beings without provocation wrong
1,google caffeine sprightly lengthening corridor seo wgj
0,please stop merriment annoying
0,#tmobile #stores #original #note #customer zero #results what going guys #customerservice hour #waittime
0,simple get two shots espresso grande decaf degrees soy americano extra foam #barista #nightmare
3,concern mine big name like malik tell big potential steer clear franchise till gus gone
0,celebrate their belief jesus alive hell boiling pot shit actual shit
2,grow weary good the treadlines better deadlines #cgi
0,these kids relentless
1,dude new madden haha
1,luckii changing many ways him scary joyful feeling making strong
0,screened snap kind narcissistic ass would smh
0,yet hasn sunk yet rest
3,don wanna work want money #sad
0,meanwhile getting train hope really really enjoy hotel shennan #fuming
0,irritate them inch thick made masks
2,beware fury weak king
1,that noah ark terrific design
1,start songs blue neighborhood wild fools talk #wesper nalso too good #serious kaz inej feelz
0,got alarming
1,bring back heyday #nominatebunkface
0,the banter craigen sutton fucking horrid
0,the quarterback wrecks every time
0,heard thought ether #ex posted #facebook pic snuggling said #cats #angry
1,geometry today hannah started crying laughter canning said lol
3,andrew hands start shaking says hope die like right
0,got kidding anu firm responded sent contact details #terrible #customerexperience
0,get shit wrath winter nowhere
3,anxiety playing around help
3,kind drive home work today #nightmare #dailyfeels
3,lol senior year would get early dismal work study boss know happened next
0,need one back whole hard one #rage flew rhyme flow speak dollar
3,this depressing week full rain ever lol
0,kinda offended ask
0,pride prejudice modern day keeping kardashians never offended life
3,depression
1,lol caste even whole village dies massali like cant chaudhry cheer massali
3,most days know heart beats #depression
1,got hours back work #cantsleep #excited
0,nicest way tell someone cheerfully whistling outside apartment door end continue whistle
0,offend
2,going blow serious money idk sacrifice willing make
1,lordderply like yugioh animated shows
1,follow #beautiful #snowgang #princess #fitness #bodyposi #haircut #whitegirlwednesday
0,promised live tweet brought #furious action ftw
3,#peoplelikemebecause see happy exterior hopelessness sometimes feel inside #anxiety #anxietyprobz
3,don think ever get used alarm
0,when body says fuck you bitch you sleeping n#sleep #cantsleep #drained #restless
1,getting comedic relief season premiere #modernfamily just girl needs #hilarious
0,spent fucking hours still get dam siva fragment fellwinters peak mountain #angry
3,afraid things
3,glad watch smackdown see men lose #sohurt
3,liam distant makes mourn
0,said talking wills uncontrollable animals moving another link these comments help #fuming
0,grumbled sat atop sushi bar stool crossing arms defiantly playful gesture though gave anyone
0,quite simply #worst #airline #worstairline ever used #appauling #dismal #beyondajoke #useless
0,trust lose wallet call lifeguard amp swimmers social early
1,charlie attempted suffocate cushion cheering much great news
3,told therapist dance team unhappy
0,shaking ass ask liquor rule
0,people offended kendall ends photo shoot like seriously shut fuck
0,what shamefull unequal dangerous worrying world live nowadays #terrifying #charlotte #terrorism #shitworldforourkids
0,lvg bribed refs utd personal revenge that foul prick
1,what exhilarating last minute overtime #wch
3,lack company liveliness makes bored
0,freaking hate working #word phone #write #writing #writerslife #writerproblems #writer
0,mention gra guy stops let ppl front wtf blood boiling
1,some erykah badu sedate
3,thought pretty solid gpa kin major look average dpt programs feel even discouraged
3,background suffered bit times #stress always bit #shy about years ago aged made redundant that started
3,panic attack find #twitter turns twitter jerk still see #nyssaalghul #panic
3,rather forlorn scanning witches house resting back elphie the grimmerie gone
0,stop presses said proposed something racist
0,although expect trumpie understand difference real things pretend things
0,everybody talking first day fall summer never gonna die #revenge
1,first day fall quarter tomorrow #excited #anxious #blargh
1,never seen fast amp furious tokyo drift boutta watch
3,interesting photo mono lisa crying well whole scene depressing #ele
0,swear people dont wanna see happy like try anything fuck got going
3,#facebook #depressing without even two apps want logging missed least two interesting #events
2,going waste energy holding grudge someone wasnt even life year ntime release feelings dislike
3,mom remember narley died you cried like baby #bully
3,and despair underneath every action neach every attempt pierce armour numbness mgla
0,keep talkin shit trying offend petty fuck
0,remember joey slagging england player bringing books crap tournaments crap player #bully
3,sad music
3,#heavyheart last couple days cause #fear losing someone close #amerikkka #kkkops #terencecrutcher
1,laundry watching show bunch strangers #happy #birthday #to #me
0,chuckle any idea girl the dragoness let frustrated growl blowing smoke nostrils the old man nodded
0,looking argument engaging even speaking words raging
1,yell bye garbage cheerfully
0,how who heck moved fridge knock landlord door #mad
1,cheer
3,really sad amp surprising side #russia fighting #is amp supporting #pak epic centre #terrorism
3,scared ruffle feathers resorted writing cryptic code #unclecamscabin
1,electro set pure enjoyment amp exhilarating captivating amp poetic raw exciting
0,yes specifically fuming signing enough people
1,just reached followers wow thanks blues #mcfc #ctid
0,afraid
3,now getting hand freaked death god #mommagrendel
3,one parking sensors still manages reverse things
0,fury road
3,future fill existential dread even real person
0,even ref fraud still treat like dirt returned calls apology #shocking #customerservice
0,also madden funniest game watch much happening boring
2,really hope writers decide give return mcdanno love resentment amp animosity fingers crossed
1,today answered call college rep realize got hear part lively debate evolution real
1,listening work slice sunshine dreary cube world life
0,when new hate judge judy sponsorship style looking back thing worked #recovery #sober #cantconacon
0,how matty dawson scored
0,liar bully president they say every vote matter well sorry get vote year
0,you interviewed one irate group two filmmakers live got stock statements that journalism
1,anyyyyone wanna fright fest friday night
3,wish kid the stressful part whether gabriella troy would get back together #hsm
1,loving long #otisredding #blues
0,look teef
0,seek conduct attacks israel intended provoke reaction would inflame feeling within islamic world
0,come let make hate make pout face
0,kik want swap pics post account anonymously wish kik vsvplou #kik #kikme #snap #nudes #tits #snapchat
1,happy birthday blessed day love toronto #bday #smile
1,also amazon prime would like help girl lol #serious
0,say outrage really faux outrage
3,heads melted tired sleep
0,angry bash frustration pastry #gbbo
1,literally cracks see posts years ago later
0,hard folks realize deep hatred dive murky end pool this guy nuts
0,ultimately #keithscott man hand arrest warrant that know that enough cause outrage
2,easily #forgive #child #afraid #dark real #tragedy #life #men #afraid #light plato
0,the fact presidential candidate speaks way trump alarming thought higher peers #fdt
0,tvgirl like really pretty melancholic life hate
0,heard thought ether #ex posted #facebook pic snuggling said #cats
1,ooh #hygge candles jasmine tea amp #gbbo
0,listen someone tie like
0,actually wait constant outrage thing gets wick sometimes happened flick annoyance today
0,foreign policy goofy secretary state john kerry devil may care pose jaunty blue scarf
3,ima kitchen sink
0,hold grudge year barely hold one minutes
2,shy failure nobler immodest success
3,lost
3,too many yeah thing going cops shooting innocent people sad backyard #sad #blm
3,life hard harder stupid #life #love #sadderness #moreofsad #howdoestears #whatislife
0,rojo terrible defender
0,this #horrible lewis dunk begun networking neo geo holiday home mexico
0,king never spoke left crushes #freespeech publishing world n#trump #horror #scifi #ccot
1,had dream last night chris brown created diss track drake rihanna called hit first #dark
1,really study today chemistry playing madden way fun
0,ending met mother dreadful
0,having nail half hanging absolutely fucking grim even acrylic holding
1,damn gud #premiere #lethalweapon #funny
3,crying katherine one whos like talking anxiety attack gonna faint
3,dreadful even met catfish still thought
3,sorry this heartbreaking scary happen happen anywhere please safe #terror
2,don ever grow weary good don see headlines look trend lines hope #cgi
1,the neighbor dancing clayton homes commercial
0,there adults commiting serious crimes name protest like burning library expecting get warning
3,coward feel terrible but even face
0,seriously frustrating sometimes #ugh
0,yal aggravate outta acting lying yal tell difference dyke man rarely hard tell difference
0,honestly all care selasi messing his lackadaisical attitude good danishes
3,knowing hair wash dry like knowing english close reading school bag
1,gerard finally made stairs little huff face little red having little legs
0,why vanity sizes now sizes evenxxs sometimes big wtf dear corporate jerks lithuania need #rant #angry
0,get either bits started drooping droop said mooncup alone blame
3,even death unreliable instead zero may ghastly hallucination square root minus one samuel beckett
0,evil corrupt fuck still knocking the wrong people die telling job grim reaper
0,bain life drive cash point then shop change pound coins then gym bastard sunbed #grim
0,wanna kill destroy want died want back #emo #scene #fuck #die #hatered
1,successful people always two things lips #silence #smile smile avoid problems silence avoid problems
3,all bright places
3,best moto loosing talented rider
0,please canadian players play players lag atrocious #fixthisgame #trash #sfvrefund #rage
0,respect people force opinions others yet get offended someone
3,getting use phone sad
1,any possibly bought player buy glen minority owner
0,how hard get touch one simple question find answer website hour waiting online chat #rage
0,that part queensbury shocking disgrace the route station morrisons festooned rubbish
0,done piano blues playing smooth talking ass nexttt
0,even forget pick fave child school
3,are pre purchased tickets sent soon coming saturday evening show tickets show #panic #hoys
0,yeah sooo horrific needed sit
2,lost wallet found lost and then found ncollege brazy
3,migraine hangover day stood dishes exhausted gad depression amp chronic pain #depression #pain
0,giroud beard making angry
0,bloody right
3,nothings #working feeling life the edge could either way #lost reason #living jesuschristhealssavesask #fatloss
3,seeing old coworker wife mourn loss year old daughter one saddest things ever seen
2,somebody braved storm brewing
1,love #girls busy teaching #pout taking #selfie mall desication immense #women love #perfection
0,oldest cat pisses she always weary kennen senile kinda recently shes sweet until attacked bit
0,what fuck supposed lunch dinner money work #hangry #day
0,michelle one worst players history #bb #bbfinale
3,feel like drowning #depression #anxiety #falure #worthless
0,and character woman because man fat jovial woman fat useless maybe evil amirite
0,papercuts sting stub toe last like secs
3,honestly today felt like maybe track #sad
0,turn shit home button accessibility nwhen innovation become mind fuckery #iphonephonehome
0,#bully worse #hitler #demon #human guise cause #middleeast problems
0,customer services got involved eventually completely wash hands #dreamornightmare
1,thoroughly love zen jumin dont think even patience either irl old weary
0,anyone spoils fucking shows haunt afterlife help god
0,nooooooooooooooooooooo stupid dismal lame winters maybe get dangerous ice
3,home heart lies love little island birth city acting right amp feeling good
1,boys pictures cocks the best one get uploaded #cumtribute #dm #snapchat #snapme #nudes #dickpic #cocktribute
1,kinda wished watched mischievous kiss playful kiss
0,someone let snakes house bet kill that bugger when get hands him #rage #huckfp
0,fuck people smile back corridors
0,bully would call nerd would rather shove one thousand nickels right earhole new york comic con
1,forgot bring extra boxers currently commando starbucks this exhilarating feel liberated angelina jolie
0,dude dead ass said came start shit amy amp literally amy anything cal
1,fact need start making holidays maybe even dry month pick theme year
3,#depression wanting change past #anxiety focusing unknown future neither living present
0,earth send email very annoyed customer
0,diver named steele johnson like barred olympics #offended
0,straight people even arse straight guys think means threesome fine #angry #fuming
0,opinion worst delhi govt #acrid #bitter #hypocrisy
1,who going hoco wants fright fest saturday
0,you pos rejoicing someone death
1,really want fright night really
0,thanks ios update even best app freezing crashing #angry
3,throughout entire thing shaking rlly bad heart racing almost tears lmao thanks
0,they like rape apologists inadvertently make men sound like rabid mindless beasts with friends like
0,frustration looking elphaba frown aggravation her high pitched voice growing
3,breezy today back school night bare legs like day
0,somebody needs tell staff reading cappuccino supposed thick layer foam coffee hot #awful
0,this show sucks #lame #awful even used names lol bad #failed #notworth minutes off air soon
0,have wee pop socks keep falling off inside shoes
3,the news disheartening everything going result lack understanding misinformation media #sadness
3,#invest new #film stop asking invest new film #concessions #crime #despair #shortsightedness #celebrities
0,trying book holiday flights website becoming
3,home heart lies love little island birth city acting right amp feeling good #restless
1,the people call pov make night #hilarious
0,provoke letting
3,ill say black man afraid leave house moving violation n#terrancecrutcher #truth #sad
3,the medicine burning
1,want spar the prince smiles reaches hilt icy eyes keep aaron playful look eyes
3,unfortunate years still struggling depression smh
2,holding grudge someone stop blessings god learn forgive amp forget
0,throwback khloe kardashian host the factor fucking terrible
1,gloomy weather puts best mood
1,huge congratulations nicole winning big brother #bb sorry sorry #bbmichelle
0,what grasp besides cognitive dissonance raging away each incident leo shooting separate
3,sad man leaves work little bit late worst fear did get stopped police #ourworld
1,awe thanks morgs love lots girly
1,one time saw rachel glee tell someone job pole said grade boy look confused
1,nwho nose scent roses went nto spot orient nmummified nin rapeseed oil fried neating drinking amp merriment
3,when rewatching glee break tears
0,circle dead hate new slushie machine #irate #livid
0,offered gold silver said nah #bitcoin #snap
0,serious #houvsne #igotbetterthingstodotonightthandie
2,meeting olympic house golds #relentless #neverquit #believe #dreambig #teamtto #going gold
0,correction ppl checked standing gate amp flt took without
1,non permissive environment also called battleground #milspeak #hilarious
0,love people make plans without actually including process #rage
3,get soooo nervous actually attractive guy tries talk person like turn habit
0,cheap pout brodcast
3,pull depression
1,n#fall sounds great ndream #blues #rock top album one love hero
0,believe call fury righteous
0,#donking lion #black community speaks truth power insult black vote given away cavalierly playing
0,watching would straight guy getting irate #extremeworld
1,first day fall quarter tomorrow #nervous #excited #anxious #blargh
0,annoyed good loving fans onision including really annoyed people cheerful
3,never posted stuff like mean able scroll wasnt big deal
0,wanna kill destroy want died want back #emo #scene #anger #fuck #die #hatered
0,fucking hell rush damn train also use fucking min wait still sweating #rage #smrtruinslives
2,the cure anxiety intimate relationship christ john
1,one favorite classic cars plymouth fiery
1,will whu old bill free time game chelsea comes around nthat lively say least n#afc
0,fox news fox propaganda network lost lies tell truth hit face
1,roommate okay spell autocorrect #firstworldprobs
0,dilemma blaiming everything bushes acting gleeful endorsement #election #trump
3,when lose somebody close heart lose well
2,#my #blood #bitter satan test #becouse #cleanse #blood #jesus christ #amen
0,horrible things
2,the important characteristic leadership lack #activism #equity #revolution
1,benefit exhilaration called online backing jkuvmvqxy
3,fewer fewer good horror offerings hollywood every year gotten old shit
0,ticket website never work trying buy palace tickets impossible says error
3,country divided approach could fight #terrorism #pakistani terrorism #martyrsnotbeggars
0,using fear state views not getting facts making serious statement
1,whenever pout want adrian appear tell stop pouting else
0,#awful service camden store yesterday assistants thought important put clothes hangers serve
0,shut hashtags cool #offended
2,the #pessimist complains wind #optimist expects change realist adjusts sails william arthur ward n#ignite
0,haha actually doggies barracking anyone but gws #bitter
1,ngo jags think good shot beating deep run tomorrow
1,php though kardashian stuff goes head hilarious like gleeful little boys
0,horrible experience company like #goldmedal #horrible sales person #wrong commitments#wrongproduct
0,rioters
3,like thinking sadly shed
0,stop tracking back fucking potato faced cunt errrr infuriating #rooney #mufc
2,any #entrenepuers #start ups #sme looking proactive #accountancy #tax #business advice help get touch
1,you pay you responsible doings #sober #real #blind
0,for last years averaging terrorist attacks month good debate topic #trump #hillary #terror
1,fun pizza night last night crew what gorgeous bunch newbies #lively #exciting
0,imagine keeping malice brothers shudder see siblings estranged
0,guess convenient target misplaced anger what really mad played
0,will give #sleepnumber another chance customer service today growl minutes hold overall bed service unimpressive
3,even looks like okay reality actually worn forlorn
0,wonder usa going shit outrage simple analogy
0,anytime gets near mic someone needs smack bat #marblesinmouth
0,#colinkaepernick protests unjust murder #keithlamontscott north carolina #injustice #outrage #speakout
2,italy another round lets drop play take big result guys #blues
3,would great card crashes happened twice
3,story life #lost
3,sadly sort poster died afaik
2,don get discouraged simple minds see vision
3,someone explain female human beings depressing
2,important seek peace even midst horrific war #createsyria #talkingpeace #buildingpeace
0,southend players always haunt man
0,hey jayme were burning cuz talking are going tomorrow
1,stop smiling
3,heard talk something miss looks weary
0,mean supposed seem joyous talking rodrigo duterte isis american economy etc think saying
0,offense way makes sense work magazine otherwise apologizing
0,put famous dex tweet breezy lol chris guy dex bitch lmao music ass
0,anger boiling
0,let fuming poor keeping
3,pressure burst pipes
0,listening politicians making #angry fucking tired political speak career politicians
1,vincent looking super lively boy hattrick perhaps lol
0,#azerbaijan #baku azerbaijan prevent another armenian provocation russia
1,worse expected hilarious one even remember
0,height irritation person makes hilarious chusssss plz die
2,assured eventual destruction would interests public cheerfully accept sherlock holmes
3,scared coworkers going submit one wardrobe makeover shows #fear #fashion
3,see huff
0,horrible service ewr not cloud sky normal departure leaving crappy #unitedairlines
1,bows moment rather sulk going opinion guys studying #oligodendroglioma amp amp
3,this haunt dreams
3,curious mean rush animosity disdain
1,peers eyes crinkling mirth affection love bonnie belle
0,nightmare christmas
1,watch amazing live broadcast #musically
0,trump supporters clue meaning words used like #nevertrump
0,history repeating gaa culture dare anyone think discourage irish person attending match final
3,absurd could laugh right also feel like crying future country #wakeupcall
3,might even verge depression
0,canada driving force democracy freedom rights instead help #dictator #misogyny #sharia #islam #terror #polygamy
0,update may worst mistake day #horrible
3,sad
1,val downing bottle vodka stop shaking #gbbo
3,haven watching lots conclusion #whataloadoftat depressed afternoon #grim
3,name change uncle remus lewis #foh #theydontlikeyoueither #lost #unwoke
1,#ff keep #smiling
0,get point made reporting charlotte looting why explore looting businesses symbolizes #outrage
3,sleep cooties close eyes dream awake #weary #sleepissues #narcolepsy
0,frowning intensely watch plastic memories
1,got hours back work #cantsleep #excited #nervous
0,the kid pool yelling get foot ass #shutup #parents #kids
0,staff asked info told look online you get pay #ryanair #compensation #awful
0,yea forcing turnovers holding pretty good offense points concerning wait
1,feeling exact way also read akon voice provided hearty chuckle
1,bantz absolutely top notch inconsolable realised
0,guys irritate
3,don faint new cisco ios vulnerabilities announced yet what would shocking patched week users
0,mustard gas hostile work environment #terrorism call #osha #military
1,job job people still sane still life help lost find amp love eachother
1,tremor
2,wrinkles merely hide frown mark twain
3,yep owen garriott told ghastly none peeps ever
1,thanks gen love miss happy birthday natong duha
1,hermione sort thank sliding plate away frowning ron continued
2,happiness choice life pleasing everybody #aldub ndweeksary
0,people hit try shake talking hide communism
0,hate little girls got lot growing
0,think reason prevail election remember hitler elected wholly reasonable society
1,play capo fret position
0,and got angry telling would year old guy looking girl like felt
3,all juniors wearing purple ollafest fighting alarm need wake german #sadness
0,what cowboys #horrible
3,offense little late getting radio broadcast degree isn going decade
0,actually fuming nothing wear saturday
0,easy hold grudge harder let
3,finally watched #hungergamesmockingjay morning sadly feel little disappointed #toomuchhype
2,don let worry get remember moses started basket case #lol ntoday choose #faith #moses
0,saw someone discourage someone following dreams just want live mediocrity mean someone else
2,need assistance concern resolved feel free email info
0,much tonight offended
2,and would advise everyone wait watch actually wait even watch
0,yiu respond email within days willxbe killed animated gif girl froa the
3,indeed amp sadness unavoidable #mhchat
3,bored leave kik snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #country #countrygirl
1,found #marmite australia #happy
3,thanks #nightmare
0,why mfs bitter
3,thomas nervousness group focus evident
3,being alone better lonely know worse lonely being empty right n#loneliness #aloneinthecity #fear
0,right may #sufc fan football maybe shit marcos rojo #mufc shocking start dreadful
0,taking break #wedding #rage general #stupidity certain #people #internet
2,everywhere air breathe tastes like home
1,swear got playful ass ever
3,broken hearted lovers cry away gloom
2,addition fiction wish luck research paper semester pages boy
0,bout read article moving conversation forward homosexuality amp christianity someone foursquare church
1,easy breezy beautiful
0,mary berry icing top bakewell tart looks like horrid kipling something derbyshire would recognise #gbbo
1,man know juggle balls n#funny #pun #punny #hilarious #lol
3,thanks making super sad pizza #sad #freepizza
3,city famous shambles sadly old street centre plays second fiddle stadium debacle nowadays
0,hope sleep nightmare bakewell tarts #yuk #revolting #gbbo
1,#happy looking #couple
0,happily rude people personally insult unprovoked deserve just good people deserve respect
1,well done bro #blues #stategames #captain #shootthegerman
0,impossible say hope unwittingly trigger ferocious side hell hath fury
3,that last minute like watching horror show #gbbo
3,thank giving free coffee bringing reusable cup airport time saw one but #depressing
3,panic attacks worst feeling really sick still shaking sleep #anxiety #depression
0,bad temperament #tantrums #hissyfits
1,watch amazing live broadcast #lively #musically
3,ravenclaw #sadness #shouldhavebeenhufflepuff
2,walked miles today walked since got #rhabdo going back work tomorrow hoping goes okay #nervous
1,what metro lrt went walterdale #yeg #levity
0,since fuck stand concert
0,furious
0,bitches aggravate like inspires biggest cunt known man kind
0,aye there brief window morning afternoon otherwise horrific late evening
3,hashtag things kids always tell stop #sadness
0,unsubscribed times spam emails still coming stop the emails #avanquest #software
2,uplift still discouraged means listening wrong voices amp looking wrong source look lord
1,thursday means grey day #tgit
0,blm outraged shooting day turns guy pointed gun police wait facts outrage
0,because perfect illusion least know #angry #ladygaga #iscalming#mysoul
1,little playful nhe hesitantly pulls away enough could get words lips brushing
2,never let anything concern
0,get away wrath reading manga instead watching overdone anime
3,depression sucks #depression
2,would like know source the president optimism running country wonder answer curiosity
0,very rare officer shoots without regard they want conscience #incite #inflame
3,haven watching lots conclusion #whataloadoftat depressed afternoon
0,public products high downhearted price tag consumer survey sum substance ovth
0,stupid hate lol
0,like big bully class ruining everyone lunch instead taking lunch money took away family feud
0,hate answers need #tomourssuck #prayinsnotcancer #angry
1,just got back seeing burslem amazing face still hurts laughing much
3,heart actually sunk looooool confused
1,buying art supplies debating serious buy acrylic paint
1,chuckle shake head bug much still going ask lot still
0,unfollow got trolled trolls his revenge trolling caused lot collateral damage
0,#bully make feel like #bigman cos makes #twat
0,sure like comparison usa emulate #israel methods protecting civilians #terror attacks
0,like big bully class ruining everyone lunch instead taking lunch money took away family feud #bully
3,media celebrated don king endorsing #obama criticize endorsing #trump wants new civil rights era sad
1,she bribing parents hearty laughter giggles #loveet
3,think may mild anxiety problem think feeling may
0,icq making mad #icq #angry
0,james you fucked #bb #shouldofvotedfornicole
0,jesus heck awful
0,guys determine teams cause shitty teams play fuckin #cod #rage
3,lost blinders
0,stop tracking back fucking potato faced cunt errrr infuriating #angry #rooney #mufc
0,heard #alarm time germany today #youfm finally far far late germany always late artists
3,dream they trying steal kidney #nightmare #blackmarket #whydidiwatchthat
1,thanks #sober drivers the real winners night #clemvsgt
0,future convicts rush trp hogs fear tread #homilyhour
0,pay good money watch someone slap pout candice
1,good #cx often require much #smile #care #relate #helpful thanks lakis court hotel #cyprus
1,not wrath one kill laughter friedrich nietzsche #friedrichnietzsche
2,love mary undying optimism you could present dog shite find something good say #gbbo
3,houston might lose coach tomorrow midnight #yikes
2,let refuse live #fear
0,days never fucking pen #nffc
1,thanks mucho kate #sober
3,the watch documentary think #nightmare dream #dreamornightmare
0,you certainly catch multitude #ghastly
2,fingers crossed finish work early enough friday time catch lib #nervous #timetogrind
0,wont use using these guys cant get nothing right
0,what even shocking someone gave record deal lol
3,old next friday super old dread birthdays
1,afternoon delight
1,being countryside day pleasing
3,this first time written anything series two years checking back one last nightmare
0,wanna kill destroy want died want flint back #emo #scene #anger #fuck #die #hatered
3,snores boredom sunk
0,#disgracefulesin resent men way reason #esinscountdown
0,went different grocery store buy helmann nliterally shaking right
0,she someone rolls persuasion intimidate awkwardly wins all the time
3,really pedal like nutter get anywhere remember sedate
0,can believe putting prices they already know struggling pay bill amp change package
1,happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend love lots #chapter #bdaygirl #happy #love
0,especially true impulsive thin skinned bully likes silence critics amp opponents president #voxconversations
2,biggest joke life kardashian jenner stans their lives dull parents must proud
1,listening old school house music kentphonic sunday showers hanging around sing back #blues
0,testing #angry
0,the ghastly thing silence #aarp trump says touch tax plan belies huge cuts
1,val far cheery liking
0,dis dat nigga fume right
1,excited nervous tuesday
3,forth character gleeful enough
3,sadly one less hour drinking time
3,being alone better lonely know worse lonely being empty right #loneliness #aloneinthecity
3,bls depress blake
3,still trying sort suppose also high expectations #sadness
2,michael carrick start every game united england
1,love new song stop thinking #sting
1,yes lia join dark side
0,stuck infuriate scrum hegemonists #infuriate #scrum #scrum #stuck
2,avoiding #fears makes scarier whatever #fear face start fade #courage
3,angelina jolie keep man one today mourn love dead
0,why vanity sizes now sizes evenxxs sometimes big wtf dear corporate jerks lithuania need #rant
0,hillary clinton looked way saudi war women terror financing bought
3,unhappy
3,feel really sad today
3,litany name calling how dull
3,when want attention #cantsleep #nervous
1,its worth noting despite animosity president israeli president behaved gentleman
2,focusing primarily person talking rather impression making lessens social anxiety
0,remo williams ever actually save anyone sulk around killing random undesirables
1,want darren open video appreciate hilarity
1,ppl talking diets feeling #terrible hahaha
0,unhappy someone fucking tell unhappy leave don fuckin around people side
