text,target,emotion
user user amal clooney try prosecute bush blair war crimes turned world upside amp created,0,anger
user believe start temper tantrum,0,anger
user women powerful sentiment nchibok nigeria concern,2,optimism
wow pages left first full art book amazing,1,joy
mood kinda bitter bc lee hi appear jaewon debut mv,0,anger
user good great breathe horror film month fav horror film year far,1,joy
user watching would straight guy getting irate extremeworld,0,anger
people fear government tyranny government fears people liberty thomas jefferson,2,optimism
user one person ruins season angry,0,anger
user user sorry excuse n human george soros get away hatred filled riots shameful,0,anger
morning i'm dry ass,3,sadness
user like big bully class ruining everyone's lunch instead taking lunch money took away family feud,0,anger
liberal outrage king saying n-word really angers white yuppie progressives go fuck shame blacks,0,anger
user us diver named steele johnson i'd like barred olympics offended,0,anger
user user lol ur caste even whole village dies massali like cant chaudhry cheer massali,1,joy
skyq time user sorted internet dreadful,0,anger
user yeah whatever whahibbi muslims sect know islam synonymous rape,0,anger
user tried pur mojito lime mints delicious happy nationalmojitoday contest win,1,joy
user peanut butter takes away sting,2,optimism
circle k dead hate new slushie machine livid,0,anger
icq making mad icq angry,0,anger
user f'ing liar,0,anger
discouraged,2,optimism
user u tried boiling em takes years,3,sadness
especially true impulsive thin-skinned bully likes silence critics amp opponents president voxconversations,0,anger
would think booking holiday sat next bloody plane fuming thomsonholidays,0,anger
user user user user user gay insult,0,anger
hear one time intimidate men i'm going explode guys days pussified,0,anger
user scared ruffle feathers resorted writing cryptic code unclecamscabin,3,sadness
christian christ sacrifice turns aside justly deserved wrath god amp justly satisfied gods righteous demands,2,optimism
r u scared present front class severe anxiety whats r u sad sometimes go get ur depression checked imediately,3,sadness
user user user that's like asking someone back claim toddlers throw temper tantrums,0,anger
hoping giant ice broke cool ocean bring back great barrier reef optimism amirighttho sigh,2,optimism
let fear hold back want use power push towards goals fear action,2,optimism
user user non-story ndaughter tripped home alarm cop responded,2,optimism
quarterback' wrecks every time,0,anger
really love user really great start season resist,1,joy
aberdeen st johnstone let's see punt furthest awful,0,anger
user remember spread hatred fakenews internet abuse hashtag spreading arabnationalism,0,anger
user user offering moth warranty ps pro truth ripoff,0,anger
user holy shit bee sting like fuck dying,0,anger
user user usa embarrassing watch last time guys game horrible joke,0,anger
user think swallows swifts gone photo'd nights ago seen since sad autumn,3,sadness
user user word terrorism,0,anger
user saw save day psa obvious tears i'd thought cheerful self,3,sadness
user oh schade,3,sadness
zika hoax files deet part binary chemical weapon targeting brain toxin fear neurological uscitizens insect mammal,3,sadness
two blankets hoody still eternal sunshine mope,3,sadness
ha ha love flats description marlie packer default setting 'combat mode' brilliant n davidflatman user wrwc,1,joy
user user user user take k numbers madden low dropped people unhappy,3,sadness
user page full make valid question probably prefer smashed dashed,0,anger
something opening mail pleasing,1,joy
i'd pay good money watch someone slap pout candice,0,anger
know going one nights takes act god fall asleep restless,3,sadness
'she trapped love her' insecure killingme user,3,sadness
user disgusting user may end like snap traitor,0,anger
people trying hard hate cam newton without understanding position sad,3,sadness
moment people say need medicine mind matter need stop bipolar,0,anger
user nick fury,0,anger
user enliven soul,1,joy
user snapchat back constant battle see get ugliest snap one another snap survival,1,joy
every diva needs period panteez b x-tra confident amp secure wait ur period thetalk fallfashion instyle,1,joy
facts horrific ways could kill fact animals,0,anger
truly feel like science ability make milk anything cashew milk hemp milk pine nut milk dandelion milk,2,optimism
user user grudge truth abundance,2,optimism
bullshit live ends nothing bother ever depression,3,sadness
user every girl nightmare ha ha ha,1,joy
user user usa embarrassing watch last time guys game joke,0,anger
wow last chick bit intense poor freddie bit unnerved lol ninjawarriorau,1,joy
can't fight elephants wrestled pigs quoteoftheday relentless,2,optimism
user look fab made big screen can't wait see evolve amp bright future little toy people,1,joy
apologies sincere make great place holders quietly harbor rage plot adequate revenge tuesdaymotivation,0,anger
ignored broken tooth long abscess need dentist fear makes hard go still can't go dentist,3,sadness
extreme sadness,3,sadness
user love parody accounts well done vote trump lol hilarious,1,joy
hello fellow horror creepy dark stange story fans how's day followme i'll followback,2,optimism
stayed bed,3,sadness
user done,1,joy
what's good already hit rock bottom even though i'm two seasons away new depths despair playoffs njdevils,3,sadness
user can't cope wi sour face tiny pout,0,anger
miami proficiency like pleasing name miami beaches pikxb,1,joy
poetry love love heart love soul love real things i'm shy oo,1,joy
scariest american horror story i'm gonna watch daytime frightened,3,sadness
user even forget pick ur fave child school,0,anger
always thought empathetic becoming clear majority guys plain insensitive alarming degree,0,anger
can't change people love sadly,3,sadness
embarrassed saw us like knvfkkjg thinks we're stalkers n starts waving cheerfully inviting us,3,sadness
user zionist terror nimagine kid palestinian muslim nzionists stealing innocence childhood jewish children,3,sadness
user door cleared throat trying dispel nervousness left,2,optimism
user sir hilarious,1,joy
user age times beautiful sad,3,sadness
user website making feel violent rage upgrade options helping either aaaaarrrrgghhh iwanttocancel rage,0,anger
user appreciate ur 'half truth ' let ur good judgement swayed realm propaganda state sponsor terrorism,0,anger
get intruder alarm going lolz one pts set,1,joy
last night dream today christmas woke screaming ready,3,sadness
woman sterilised certain want children exactly discuss loosewomen,0,anger
depression wanting change past anxiety focusing unknown future neither living present,3,sadness
patti seems sad stamped ran behind sofa give plenty love affection usual sad,3,sadness
user cross street piss server dire,0,anger
user watched cobblers loads season gorre pro footballler terrible,0,anger
baaarissshhhhh sad song prefect night feeling alone,3,sadness
user user amal clooney try prosecute bush blair war crimes turned world upside amp created terrorism,0,anger
going make life's mission discourage anyone using user rob blind,0,anger
user user empathetic realistic know enough enough unlike rabid gosh bashing mob,0,anger
feeling worthless always,3,sadness
give rise eternal home aico things immolation succeed mother country exhilaration akt,1,joy
despite absolute delight children would feel kitten home misery husband would feel,1,joy
follow trump certified bully question children may go war vs consumate diplomat user,0,anger
user smiling,1,joy
pats awesome belichick awesome awestruck,1,joy
finished playing mystic messenger didnt expect amount angst n mysticmessenger feels,2,optimism
afraid give good go great - john rockefeller quote inspiration afraid great motivation,2,optimism
people protest adrenaline rush depressing,3,sadness
thanks sober drivers real winners night clemvsgt,1,joy
grow weary good treadlines better deadlines ' user cgi,2,optimism
attention seeker chris uhlmann highly aroused attention drew enjoying fists fury time user user,1,joy
user way thinking wants absolute hope born absolute despair,3,sadness
teams face barca bayern defeat ones face wrath,0,anger
hms pinafore' time n ni need mirth,1,joy
can't believe zain starting secondary year,3,sadness
can't feels tired also restless scrolling music player playing music,3,sadness
ff user love amp support always eliza neals rocks blues music friends,1,joy
monday face would punch monday horrible face punch fight joke like firstworldproblems need coffee asap follow,0,anger
user police credentials-you litigator nothing more-no experience sad trumppuppet felon jersey sale,3,sadness
shooting ever making mistakes ever jumped pool sharks long time ago relentless resilient,2,optimism
espn assumed wanted free magazines,0,anger
fewer fewer good horror offerings hollywood every year gotten old shit,3,sadness
user mhchat childhood experiences inform adult relationships associative memories question ability process,3,sadness
user good rats nest get rid chew wiring also heard hate smell pine sol,0,anger
rooney whipping boy mufc sad,3,sadness
user user user awe cnn bias care people money,0,anger
one main things im w c filling void empty bitter heart making everything wanted growing,2,optimism
blend waters lie nthere shrines free- melancholy waters lie nno rays dull tide- vine,2,optimism
user seriously user news sad n nwhy focus important issues,3,sadness
user hannah stop mournful chill,3,sadness
page script due friday class said could mfa thing gradschoolproblems someonetelltinafeytohireme,1,joy
blame whole season natalie season would different turned back alliance pissed bitter,0,anger
seeing alex revells face gets angry,0,anger
inglorious distinguished try auction joviality touching back side auction otherwise advance order vawyzad,1,joy
say user awestruck,1,joy
i'm actually irritated,0,anger
user bro dissapointed il let read next time tho,3,sadness
user happy bday ruth hope amazing day x,1,joy
need blue water trip lots functions dresses panic,3,sadness
could get line block germantownbroncos lilleague popwarner broncos usafootball lineman,3,sadness
user elliot friedman please stop talking clueless seen ball since kickoff mope,0,anger
user user user user he'll defend belt aldo hard u grudge holding bitch,0,anger
sometimes life nsee statement sounds temporary nnothing permanent nso never worry let go amp moveon,2,optimism
changing hair shocking,3,sadness
user bubble implies burst,3,sadness
user please tell us 'protesting' injustice requires burning beating looting terrible optics toussaintromain true leader,0,anger
everyone says funny one took tyler seriously tried come closet think sad,3,sadness
user user sadly one less hour drinking time,3,sadness
user delays streatham cmn clap junc amp train took mins mins journey missed trains reading fuming,0,anger
user great tournament chair award serious,1,joy
look horrible today saw people ik past min -,0,anger
everytime see kirks face get angry lhhreunion,0,anger
user user user well that's funny cause know serious russian mafia atty,1,joy
teamchristine bc tana done provoke tweeting shady shit trying hard bitch begging fight,0,anger
user always saddens marriage work never helps people get involved start twisting things,3,sadness
sadness cry dad never understand rd child,3,sadness
book im riteing wots happond made moor angry im plese man hide eval deeds,0,anger
police wanna called pigs keep actin like em honestly that's even insult pigs,0,anger
yikes got first job interview next week one years,1,joy
amazing watching various news outlets showing mixed crowds ppl watching eclipse racial tension msm can't hide,1,joy
asked jared marry said,3,sadness
tumblr became sentient tumblr posted gn animated gif tumblr shipped,1,joy
user agree latest polls alarming,3,sadness
user crook joke thief bully wanker dirty richbutgarbo,0,anger
berger king gotten away selling absolute many years terrible,0,anger
stupidest weirdest thing people what's stupid upload online oh god good laughter ah,1,joy
stk expensive i'f rather take bigger female tiff see slim loves eat,1,joy
user user user impression stop frisk concern many nyc deblasio rein,3,sadness
im like 'this better' moment cuz panic later obviously better every opportunity choose make seem,3,sadness
user stand sexism - let people die lack funds - make sure stand sexism-are mad ludlow,0,anger
serious need nap,3,sadness
mom recorded nightmare christmas love,1,joy
user show sucks lame awful even used names lol bad failed notworth minutes air soon,0,anger
user name change uncle remus lewis foh theydontlikeyoueither lost unwoke,3,sadness
son friends facebook yet moping around house complaining one talk i'm right son,3,sadness
miss call user devastated i'm trying cry,3,sadness
pressure burst pipes,3,sadness
dark lucha truly best,1,joy
user pathetic hated nicole cute amp showmance amp get one bitter uglycry bbmichelle,0,anger
geo capable cheering,1,joy
sarah complete lunatic chad still giving time beyond cbb mad crazy,0,anger
user turning surprised late work,0,anger
yaaaaaaaaaaaas scotty sinclair wonderful magical,1,joy
ignominious end changed everything analog digital ikr everyone still analog phone,3,sadness
sure tequila shots family birthday meal best ideas i've ever grim,3,sadness
days know heart beats depression,3,sadness
hold grudge year barely hold one minutes,0,anger
user user user user user user average massif shocking,0,anger
biggest threat global stability climatechange food water security terrorism russia war trump clinton geopolitics korea vwo,0,anger
looking good news today finding twitter bummer depressing badnews,3,sadness
user user user shit gonna start cold war flag first,0,anger
user customer services got involved eventually completely wash hands dreamornightmare,0,anger
user dude fukc lost spectacles morning,3,sadness
need get little funk write writing funk writerslife depressed,3,sadness
much hair nightmare also soft guess win-lose situation,2,optimism
want sleep dreams bizarre still escape problems anxiety depression tiredoflife,3,sadness
user annoys ortiz tribute would oriole fans organization feel yanks awful,0,anger
user bad fearing life,3,sadness
user bully make u feel like bigman cos makes u twat,0,anger
user ur road rage gives anxiety,0,anger
would ever grateful could record garden forgiveness gentleman user user amazing,1,joy
user finally started homefronttherevolution story gameplay terrible wasteofmoney,0,anger
user furious passive smokers huffing cig smoke without contributing cost packet outrage,0,anger
fashion week year dull af someone inspire,3,sadness
internet waiting minutes snapchat update fraction done,0,anger
really tiny penis get help please try compensate road bigcar tinypenis roadrage,0,anger
fav movies horror make like used seen great one years,3,sadness
night depression winning depression fml help,3,sadness
user gabriel would eventually start frowning gaining conciousness apparently really painful tears formed the--,3,sadness
got asked hoco instagram dm bc someone lost bet love maturity people grade,2,optimism
user event started everyone getting ready travel lake rage everything glows,0,anger
user hahaha user almost fell sofa laughing point wee jump scared,1,joy
synth backing tracks sadness n depresspop dark alt fuckingmeup,3,sadness
thenicebot wsjnordics make world joyful place thenicebot,1,joy
tired body mind sparkling teeth say followers good night apocalypse good luck aspie,1,joy
user i'm confident never experience successes last yrs best hope another bournemouth sad,3,sadness
user user user shew awful,0,anger
user user thanks,1,joy
scared leave routine excited break mould scared confused happy undecided excited,1,joy
face elimination tonight mahoney roadtomahoney optimism,2,optimism
haww think nawaz spoken indian funding bla balochistan kulbhoshan yadhav india used ttp terror,0,anger
user get rudely interrupted worst thing ever imaginable ugggg irritated,0,anger
user worry typos email simon draft attached,3,sadness
furious nearly pm still signed another player getyourchequebookoutchairman,0,anger
i'm pale longer wanna laugh smile wanna fucking cry,3,sadness
sad man leaves work little bit late worst fear 'oh get stopped police ' sad ourworld,3,sadness
user fret there's many opportunities life worry one working,2,optimism
ill say black man id afraid leave house moving violation n n terrancecrutcher truth sad,3,sadness
'look face mirror fat dark can't lunch us' kids meangirls rude insult,0,anger
thoughtoftheday 'perpetual optimism force multiplier ' - colin powell quote optimism positivity,2,optimism
daniel killing ex doeee insecure,3,sadness
user current statistics concerning 'backdoor abortions' alarming preemptive measures place,3,sadness
user user user user dread think dirtypeople,0,anger
want bad service use frontier terrible service go amp anybody better going complain better business,0,anger
wish stayed da gump i'll make panic like last rapper,0,anger
weirdwednesday okay jump-scared poop right bad dog bad total code-brown favorite pants damnit,0,anger
important thing today n ndo bully daysofcode n nbelieve ruins fun,3,sadness
wishing happy birthday awesome dancer ruthann hope day magical bday eatcake,1,joy
testing current earth burst team,2,optimism
i'm world half alive half dead kind poet poetry climatechange despair,3,sadness
user user profiling discourage september edt terror trump fail,3,sadness
user love new movie n blairwitch blairwitchproject horror horrormovies,1,joy
times need someone lean sadly need,3,sadness
wedding two weeks i'm actually really nervous want things go right want get sick get canceled,3,sadness
wow one dads top favorite throwback rappers died fiery car crash today atlanta sad sad,3,sadness
user awh tiff great friend love thank,1,joy
caballero shocking,3,sadness
love love love fun relaxationiskey,1,joy
user user im exited shaking much im pround colleen fandom everyone amazing,1,joy
user user waltzwithbashir incredible tho think animated film documentary lebanon war,1,joy
add snap whoa jay snap streaks snapchat story friends add follow love traveling photography funny,1,joy
audacity rampant government threaten,0,anger
user old age hope rest us destined become deatheaters,0,anger
wish harry would start tweeting people,3,sadness
airplane wifi ridiculous americanairlines americanairlinessucks aateam horrible,0,anger
divamagazine straight people even arse straight guys think means threesome fine angry fuming,0,anger
mourn creativity lost,3,sadness
can't talk incompetent person goes one ear irritated nopoint massiveeyeroll,0,anger
user user lost friend,3,sadness
stoked concept 'label exclusivity' becoming faux pas always believed held artists back creating label distrust,0,anger
user user hey stupid bad intel take bin laden try faux outrage bet u admire putin right,0,anger
think may,2,optimism
last episode makingamurderer poor brendan glad appeal crime documentary reallife,1,joy
we're bathroom perch sink ni begin infatuate exasperate resuscitate,0,anger
max user lit af rly put w dumb ass abt two yrs ol boy deserves award lt lov sm hes delight amp half,1,joy
missing th test match today able witness like watching india shy indvsnz thtest user,3,sadness
user make remover insect sting relief,1,joy
user burning damn,0,anger
panic attacks worst feeling really sick still shaking sleep anxiety depression,3,sadness
replace loss hope hate love pain gain close window bitterness open doors faith tryit,2,optimism
today's gloomy weather reminded winter coming it'll cold months pessimist,3,sadness
user yes happening u welding shield u get first hand view,2,optimism
user user i'm fuming fuming fuming,0,anger
petition non-maghrebi poc stop buying 'couscous' white grocery stores boiling couscous trash,0,anger
point can't tell follow people politics twitter need new friends wheresthefunny depressing,3,sadness
user ganguly chose kohli's provocation compelled dada pick pretentious fuck,0,anger
user - frustration looking elphaba frown aggravation high pitched voice growing --,0,anger
shameful thing weary inquiry search excellent - marcus tulius cicero aldubersaryin days user,0,anger
thinking trying comedy youtube always fond time nut laughter comedy maybeoneday hopefullyfunny lol,1,joy
soon trailer likes views,1,joy
dear user please tell bus drivers obstruction side pull oncoming traffic causing vehs swerve fuming,0,anger
scott dann injured aka worst nightmare,3,sadness
lady singing really loudly headphones making everyone giggle user train journey smile,1,joy
user 'call action tv host john oliver urged viewers leave comments expressing displeasure fcc's policies,3,sadness
user spent fucking hours still can't get dam siva fragment fellwinters peak mountain angry,0,anger
arguing people work anyway threaten put death camps,0,anger
damn offense mix bag unpredictable lethal weapons i'm worried defense coordinators chargers boltup recharged,0,anger
look us smiling photograph see secrets behind fake smiles fact fact life,1,joy
right may sufc fan football maybe shit marcos rojo mufc shocking start he's dreadful,0,anger
consider language says djt jr sought promised dirt hrc inflame left may compel right lash,0,anger
friday open tonight tomorrow get jump halloween come play us hauntedattraction tulsa haunt,1,joy
user turn shit home button accessibility n nwhen innovation become mind fuckery iphonephonehome,0,anger
ashamed ally pakistan sacrificed almost civilians siding war terror user,0,anger
worried felt safe unhappy,3,sadness
need think new avatar fire emblem revelation might start playing soon ideas names gender choose,2,optimism
yummymummiesau serious breastfeeding illegal breathing air illegal dumbass stupid,0,anger
niggas never changed even kid year old interviews seems jovial happy death sister,0,anger
bad anxiety annoying,0,anger
chart music pretty much,1,joy
moment pour heart soul girl reads message reply love relationship help idontknow,3,sadness
eclipse boring check user user user user shows boring,2,optimism
user jail lots like minded muslims koran prayer mat halal islam terrorism,0,anger
invest new film stop asking invest new film concessions crime despair shortsightedness celebrities,3,sadness
user get shit wrath winter nowhere,0,anger
user pain restless even eyes closed wish never race sperm,3,sadness
movie day favorite today god love lil goth bean,1,joy
user user decided bit lackadaisical getting dressed get groceries,1,joy
google caffeine-an sprightly lengthening corridor seo wgj,1,joy
meeting tiff mall soon congrats getting l babes,1,joy
user click cupcake vehicles available sadness,3,sadness
momma irritate asking questions like gone,0,anger
think luca understands serious fall idea what's store,1,joy
symmetry key everything must aesthetically pleasing possible hold twin pistols deaththekid bot,2,optimism
can't fight elephants wrestled pigs quoteoftheday,2,optimism
user guptas middle man hell men cigars sitting plotting dark night,0,anger
'pope fuming police broke drug-fuelled vatican priest gay orgy' nats headline,0,anger
'the prayer feeblest saint terror satan ' n oswald chambers,2,optimism
user steak pie supper,1,joy
user i'm waiting figure i'm like real quick irritation,0,anger
turned better expected admitting tried intimidate cantstoplaughing really can't spokeword,1,joy
jock pakistani firing loc without reason r killing pilgrims pmo thanks v r safe r v warfools fearing pak nuke,3,sadness
user user resentment,3,sadness
trying annoyed keep getting told i'm lists things everyone's list except,3,sadness
order expand beyond places familiar things scare,2,optimism
wanna kill destroy want died want back emo scene anger fuck die hatered,0,anger
user user clown neighborhood creepy enoughisenough,3,sadness
pine colada starburst nasty,0,anger
user hard tell pic mistake either way nothing said initially race u took ignorant,0,anger
peiyophobilia advice user fear devil sure shot user voice energetic xtremly foot tapping one,2,optimism
user would get decent referees,1,joy
overcast cloudy rainy weather makes lazy glum sad,3,sadness
user irony protesting kind stuff orwellian nightmare think fighting,0,anger
user user user user user user user oh god brewer horror horror,0,anger
peoplelikemebecause see happy exterior hopelessness sometimes feel inside depression anxiety anxietyprobz,3,sadness
bf drove way long day spend min holding make feel better how'd get lucky lucky happy,1,joy
user bro u dey burst brain bro need u pls end everything rift btw u nd hommie davido pls bro sake luv,1,joy
wonder many times connor says fuck press conference lost count,0,anger
'a nation society united delusions ancestry common hatred neighbors ' fact teamfollowback,0,anger
omg i'm soooo fucking fuming,0,anger
user user hmm know many yf short confidence wish i'd one,3,sadness
user user ugh hate manarino got game,0,anger
quote u fear controls u fear life ur mind real difficulties overcome - cheryl janecky,2,optimism
user angry student racist teacher stopping class letting go,0,anger
user looking argument i'm engaging he's even speaking words i'm raging,0,anger
hating already,0,anger
fuck mum want put corn curry grim,0,anger
nice see balotelli back best good player lost way bit,1,joy
amarnathterrorattack muslims killing everywhere syria iraq palestine everyday beyond say islam terrorism shame,0,anger
user horrible service ewr cloud sky normal departure leaving pm crappy unitedairlines,0,anger
user spent fucking hours still can't get dam siva fragment fellwinters peak mountain,0,anger
user lol dk actually dropped top table surprisingly arms warrior top dps moment shocking,0,anger
user least he's willing discuss better keep insults light occasional levity creative bs-ing,2,optimism
want ruffle jungkook's hair sad,3,sadness
love watching bats evenings vegetable garden bliss happy urbanfarm,1,joy
man know juggle balls n funny pun punny lol hilarious,1,joy
gloomy day im cuddled bed watching brendon covering songs couldnt relaxed happy,1,joy
foaming lips one hips user one many great lyrics,1,joy
people irritate tf swear i'm goin sleep,0,anger
ukvi difficult access earth charged exorbitant amounts understand visa status crap,0,anger
bad news fam life still hard awful depression atleastihavebuffy,3,sadness
good head good heart always formidable combination nelson mandela,2,optimism
said due passing yr mark awhile ago know horrific damage planet occur 'natural' death,3,sadness
that's breezy breezy breezy that's breezy that's buzzinnnnnn,1,joy
mtpdaily user look giving camera umm angry frightened terrified ifeelyourpain notmypresident,0,anger
last weeks dreadful opening old wounds gossip others evil spill thier lips melancholy sadnnes,3,sadness
user leafy roast pokemon go kid outrage means relevant y-i mean kisses,0,anger
ding wearing look man who's found arch enemy bed missus angryman,0,anger
feel furious,0,anger
come join cakeclubhour tomorrow afternoon pm bizhour chirp,1,joy
angel got nervous,3,sadness
user user alyssa u use voice good instead hatred amp resistance user i'm sure ivanka could help,0,anger
im naive notice way looked seductions discreet moves scare honey tell quite frankly,0,anger
teens sons left car get haircuts i'm praying storm make home safely terencecrutcher,2,optimism
taurus react angrily can't take provoked longer,0,anger
candace amp pout getting right tits gbbo,0,anger
listening user watching eclipse dog park bliss,1,joy
accidentally looked directly solar eclipse die get superpowers either disappointing solareclispe,3,sadness
user user u gave laura much constructive criticism blocked u 'lazy give hope retire' heather,3,sadness
everywhere go air breathe tastes like home ' - user,2,optimism
user user nah way that's horrible,0,anger
grow weary good ' n n- billclinton,2,optimism
boom pagod,0,anger
democracy work n mob mentality mass hysteria mongering oligarchy,0,anger
follow amazing australian author user fiction horror zombies angels demons vampires werewolves follow authorlove,1,joy
keef n n annoyed cant make bursting fire tweet makes blocking people joints,0,anger
user eh well sting vs cactus loser leaves wcw match bash beach lol,1,joy
way towards prominent exasperate peaked tgmbnquee,0,anger
doe run opposite side depression,3,sadness
fuckin hell even seeing face makes fume,0,anger
actually leaked info jr meeting russian lawyer putin angry w trump,0,anger
shaking bills snapchat obviously new money,1,joy
hell breaking loose charlotte charlotteprotest looting,0,anger
literally makes depress tbh,3,sadness
user next series u celebrity firefighting show chuck burning building voiceover,0,anger
feeling gloomy,3,sadness
user loveisand next time there's dumping get olivia dreadful good chris,0,anger
user user gosh darn terrific check brown people shucks let's make law say brown people,0,anger
sending love amp prayers families user marines lost c- crash mississippi may lord help abate grief sorrow,3,sadness
forever raging,0,anger
i'm onto user know secretly pine masculine order objective morality disciplined transcendent pursuits,1,joy
lgbt person tell someone else identify valid sad everything stand,3,sadness
user user user way blood boiling little bastards,0,anger
someone make priority list things outraged order outrage racism animalrights abortion cops,0,anger
user wonder usa going shit outrage simple analogy,0,anger
raucous crowd today user gcsartspd often one hear applause cheers pd excitement user user,1,joy
user thank-you unfailingly bringing much joy life incredibly talented maker mirth,1,joy
user macron slips moment clarity amp common sense raging racist sounds right liberallogic,0,anger
binge watching revenge im obsessed,0,anger
'i miss personality come back ' 'i'm sorry i'm ' sad depressed longdistancerelationship,3,sadness
ever find people around really irritate sometimes that's right,0,anger
lyttleton love hope reason would despair,2,optimism
grim despair feeling-i look self family hubby fought years country i've worked years govt-- gt,3,sadness
user user ou geek,1,joy
user bantz absolutely top notch inconsolable realised,1,joy
already tell molly tryna fake shit gon deny dude one time jump offer end insecure,0,anger
user know smh heart sunk stomach,3,sadness
added copy candide local little free library amp guy grabbed literally seconds later optimism bestofallpossibleworlds,2,optimism
today india bank strike wth announced what's strike,0,anger
side chick's trying fuck u like going forget wife done,0,anger
user ldf shall weekend spraypainting greenwichmarket user core lilylou fret amp benoakley,1,joy
adults commiting serious crimes name protest like burning library expecting get warning,0,anger
give someone power letting words offend,2,optimism
rockin bob dylan singin' bob dylan's th dream lpco klassic rock classicrock klassicrock rocknroll blues onlineradio,1,joy
user love dogs see happy dog helps forget crap thank,1,joy
user user horrible experience company like goldmedal horrible sales person wrong commitments wrongproduct,0,anger
user shock horror handicap dodger top close agg cup good think pressure get mark,1,joy
irony last republicans - likely watch fox news - distrust news media yet can't see fox's lies,0,anger
user peers eyes crinkling mirth affection love ye bonnie belle,1,joy
love user insta,1,joy
user - spelled exactly makes feel 'better eat land line' talking mom week impossible goodservice rage,0,anger
complain rose bushes thorns rejoice thorn bushes roses abraham lincoln optimism flow nonresistance,2,optimism
begin irritate primitive,0,anger
ff user user keep smiling,1,joy
checking work today n n coffee drank serious business n n thursday bring friday,1,joy
user yeah bad part terrorism terror muslims ones leaving obamalegacy nationalsecurity disaster obama,0,anger
come blues stateoforigin origin nswblues nsw,2,optimism
sometimes think british political landscape desolate look foaming wasteland us think we're ok,2,optimism
hopkinsville ky total eclipse capital world august dancing n moon dark eclipse eclipseacrossamerica edgar cayce,1,joy
instagram seriously sort sh spent ages writing caption delete post instagram,0,anger
user user really offer sacrifice daily keep safe user sad,3,sadness
nephews n cousins nowhere near bad guys could killed moment cop thought bc color sad,3,sadness
user hit sink hammer sorry universal modifier,3,sadness
panda eyed jaunty watching jaws late,1,joy
user true rejoicing fact signed quality young cb need one least user mebbe p,1,joy
user together ' hermione lowered voice slightly sounding somewhat bitter perhaps even rueful 'that would get,3,sadness
got angry telling 'but would year old guy looking girl like you' felt,0,anger
watched favorite youtubers months honestly made depression much worse,3,sadness
daughter husband kids caught boatload red snapper amp mackerel port aransas enjoyed fish feast delicious,1,joy
person talkstoomuch becomes fucking frustrating amp get mad u pretend ur interested cos ur nice person,0,anger
user what's w gender bias indignant fancypants saddler's daughter opt leather jacket thank much,0,anger
quick annoyingly vague scream void aaaaaaaaaagh i'm nervous excited terrified trying get hopes,0,anger
presentations propensity hilarity plays large part determining funny offensive ratio well thoughts go,1,joy
spotted fed got ejaculating live bees bees angry,0,anger
user first time slough checked new station floor sad lifeontheroad,3,sadness
hate little girls got lot growing,0,anger
white americans worried arab terrorists black americans fearful terrorist police uniform daily basis,0,anger
user user - remind 'twenty's plenty' revenge,0,anger
we're going get city next round revenge,0,anger
user user mean president protector rabid revolution sleeper agent gone rogue,0,anger
user red dread love,1,joy
user cant wait day release album finally unleash fury n ni hate long ass hiatus ok afshdkflckakdbwi,0,anger
i'll pity lively,1,joy
thx netflix making hooked fosters anxiety crying cantturnitoff,3,sadness
user yes right mean wish discouraged see mikeandmolly many parallels really -,3,sadness
nothings working-you're feeling life's edge could go either way lost reason living-jesuschristhealssavesask fatloss,3,sadness
user 'customer service ' beyond appalling faulty dryer replacement breaks within wks parts wks engineers show,0,anger
even walking around family members carry guns makes nervous theyre family,0,anger
user sadly missed crucial important points indian terrorism pk kal boshan etc raw involvement,3,sadness
usually things afraid worthwhile fact teamfollowback rocktheretweet,2,optimism
user years irrelevant absolute joke manutd ticketing fuming noloyalty joke notimpressed,0,anger
certain arrogance think that's fine never lose respect others,2,optimism
user user insult donkeys,0,anger
heads melted tired can't sleep,3,sadness
user well archie offense he's kinda old,0,anger
watch amazing live ly broadcast user musically,1,joy
user -sylvia elated receive kisses little prince bright smile clear glanced garrett elyse- --,1,joy
mm nothing like good old fashioned panic induced cry living room floor,3,sadness
user eric help laugh though made wince pain hurt lot wanted sit somewhere,3,sadness
user nightmare,0,anger
alien newborn - alien resurrection sideshow collectibles - thing really abomination horror aliens figures,0,anger
definitely know karaoke song hmu britney shocking,1,joy
user though lately bad depression feel like body like taking little get,3,sadness
wish anxiety depression even worst people fun anxiety depression,3,sadness
user uggh that's really horrible bad person stretch imagination hope person realizes,2,optimism
user difference third country negotiations opposed member state sunk yet,0,anger
user go i'm going blow serious money idk that's sacrifice i'm willing make,2,optimism
phoenixrally deplorables insult denigrate johnmccain struggles treatment glioblastoma impeach incites,0,anger
user oh true true,1,joy
lament nsaddened heart nso far amp nyet near nthe years ntough amp scarred nthis lonesome nroad nstill feared depression n n poetry poem,3,sadness
forgot bb tonight much real world distracting horrid,3,sadness
user call i'm laying bed moping like intend next months,3,sadness
i'm buying art supplies i'm debating serious buy acrylic paint,1,joy
who's going hoco wants go fright fest saturday,1,joy
school duties good night ppl,3,sadness
user user user people know serious brother awesome,1,joy
user hahaaa fuming,0,anger
biggest fears incurable std's pregnancy mean they're basically thing anyway forlife annoying irritation weirdsmells,0,anger
walking little boy red shirt years age shouting distance meters jovial manner saying,1,joy
